Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
830502,It,Stephen  King,"King, Stephen",,"=""0450411435""","=""9780450411434""",0,4.24,New English Library,Paperback,1184,1987,1986,,2024/05/19,to-read,to-read (#82),to-read,,,,0,0
53424992,The 5am Club,Robin Sharma,"Sharma, Robin",,"=""""","=""""",0,3.67,,Paperback,314,,2018,,2024/05/07,to-read,to-read (#81),to-read,,,,0,0
89717,The Haunting of Hill House,Shirley Jackson,"Jackson, Shirley",Laura Miller,"=""0143039989""","=""9780143039983""",0,3.81,Penguin Classics,Paperback,182,2006,1959,,2024/04/28,to-read,to-read (#80),to-read,,,,0,0
36204378,The Book of Why: The New Science of Cause and Effect,Judea Pearl,"Pearl, Judea",Dana Mackenzie,"=""046509760X""","=""9780465097609""",0,3.93,Basic Books,Hardcover,432,2018,2018,,2024/04/21,to-read,to-read (#79),to-read,,,,0,0
199017130,The Diary of a CEO: The 33 Laws of Business and Life,Steven Bartlett,"Bartlett, Steven",,"=""0593715837""","=""9780593715833""",0,4.16,Portfolio,Hardcover,368,2023,,,2024/04/06,to-read,to-read (#78),to-read,,,,0,0
43615,"The Gunslinger (The Dark Tower, #1)",Stephen  King,"King, Stephen",,"=""""","=""""",4,3.91,Plume,Paperback,231,2003,1982,2023/12/29,2023/12/19,"fiction, sci-fi, fantasy","fiction (#10), sci-fi (#2), fantasy (#8)",read,,,,1,0
34084,"The Waste Lands (The Dark Tower, #3)",Stephen  King,"King, Stephen",Ned Dameron,"=""0670032565""","=""9780670032563""",5,4.25,Viking Adult,Hardcover,422,2003,1991,2024/01/09,2024/01/06,"sci-fi, fiction, fantasy","sci-fi (#4), fiction (#12), fantasy (#7)",read,,,,1,0
53138083,"Working Backwards: Insights, Stories, and Secrets from Inside Amazon",Colin Bryar,"Bryar, Colin",Bill Carr,"=""1250267595""","=""9781250267597""",0,4.20,St. Martin's Press,Hardcover,304,2021,2021,,2024/01/09,to-read,to-read (#77),to-read,,,,0,0
5094,"The Drawing of the Three (The Dark Tower, #2)",Stephen  King,"King, Stephen",,"=""0451210859""","=""9780451210852""",5,4.24,Signet,Paperback,463,2003,1987,2024/01/06,2024/01/03,"fiction, sci-fi","fiction (#11), sci-fi (#3)",read,,,,1,0
18775247,Mr. Mercedes (Bill Hodges #1),Stephen  King,"King, Stephen",,"=""1476754454""","=""9781476754451""",4,4.04,Scribner,Hardcover,437,2014,2014,2023/12/19,2023/07/03,"thriller, fiction","thriller (#3), fiction (#9)",read,,,,1,0
5091,"The Dark Tower (The Dark Tower, #7)",Stephen  King,"King, Stephen",Michael   Whelan,"=""""","=""""",0,4.29,Pocket Books,Mass Market Paperback,1050,2006,2004,,2024/01/06,to-read,to-read (#75),to-read,,,,0,0
5093,"Song of Susannah (The Dark Tower, #6)",Stephen  King,"King, Stephen",Darrel Anderson,"=""1416521496""","=""9781416521495""",0,4.00,Pocket Books,Mass Market Paperback,544,2006,2004,,2024/01/06,to-read,to-read (#74),to-read,,,,0,0
61714633,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"Grann, David",,"=""0385534264""","=""9780385534260""",0,4.17,Doubleday,Hardcover,329,2023,2023,,2023/12/22,to-read,to-read (#73),to-read,,,,0,0
65916344,"Holly (Holly Gibney, #3)",Stephen  King,"King, Stephen",,"=""1668016133""","=""9781668016138""",0,4.07,Scribner,Hardcover,449,2023,2023,,2023/12/22,to-read,to-read (#72),to-read,,,,0,0
193388249,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,"Grann, David",,"=""0593470834""","=""9780593470831""",0,4.14,Vintage,Paperback,338,2023,2017,,2023/12/22,to-read,to-read (#71),to-read,,,,0,0
397483,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,"Larson, Erik",,"=""0609608444""","=""9780609608449""",0,4.00,Crown Publishers,Hardcover,464,2003,2003,,2023/12/22,to-read,to-read (#70),to-read,,,,0,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""""","=""""",0,4.04,Penguin Books,Paperback,263,1987,1985,,2023/12/22,to-read,to-read (#69),to-read,,,,0,0
6867,Atonement,Ian McEwan,"McEwan, Ian",,"=""""","=""""",0,3.95,Anchor Books,Paperback,351,2003,2001,,2023/12/22,to-read,to-read (#68),to-read,,,,0,0
39662,Different Seasons,Stephen  King,"King, Stephen",,"=""0751514624""","=""9780751514629""",0,4.36,Warner Books,Mass Market Paperback,560,1995,1982,,2023/12/19,to-read,to-read (#67),to-read,,,,0,0
11566,The Green Mile,Stephen  King,"King, Stephen",,"=""0451933028""","=""9780451933027""",0,4.49,Penguin Signet,Paperback,592,1996,1996,,2023/12/19,to-read,to-read (#66),to-read,,,,0,0
10614,Misery,Stephen  King+,"King+, Stephen",,"=""0450417395""","=""9780450417399""",0,4.23,New English Library,Paperback,370,1992,1987,,2023/12/19,to-read,to-read (#65),to-read,,,,0,0
23492589,"Finders Keepers (Bill Hodges Trilogy, #2)",Stephen  King,"King, Stephen",,"=""1501100076""","=""9781501100079""",0,4.07,Scribner,Hardcover,434,2015,2015,,2023/12/19,to-read,to-read (#64),to-read,,,,0,0
33128934,"Stillhouse Lake (Stillhouse Lake, #1)",Rachel Caine,"Caine, Rachel",,"=""1477821554""","=""9781477821558""",4,4.10,Thomas & Mercer,Kindle Edition,301,2017,2017,,2022/09/06,"fiction, thriller","fiction (#1), thriller (#1)",read,,,,1,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""9798804636129""",3,3.86,Harper,Paperback,212,2016,2016,,2022/11/20,"psychology-philosophy, non-fiction","psychology-philosophy (#3), non-fiction (#10)",read,,,,1,0
26893229,Modern Card Counting: Blackjack,Patrick Linsenmeyer,"Linsenmeyer, Patrick",,"=""0692524800""","=""9780692524800""",4,4.25,Williams International Publishing,Paperback,109,2015,2015,2023/01/07,2023/01/01,"software-maths-science, non-fiction","software-maths-science (#1), non-fiction (#7)",read,,,,1,0
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",4,4.17,Bantam Books,Mass Market Paperback,1060,2011,2005,2023/12/04,2023/09/13,"fantasy, fiction","fantasy (#2), fiction (#6)",read,,,,1,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",0,4.03,Vintage International,Paperback,123,1989,1942,,2023/12/11,to-read,to-read (#63),to-read,,,,0,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Булгаков","=""0679760806""","=""9780679760801""",0,4.28,Vintage International,Paperback,372,1996,1967,,2023/12/11,to-read,to-read (#62),to-read,,,,0,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte  Gordon,"=""0143131842""","=""9780143131847""",0,3.91,Penguin Publishing Group,Paperback,260,2018,1818,,2023/12/11,to-read,to-read (#61),to-read,,,,0,0
95784,The Rape of Nanking: The Forgotten Holocaust of World War II,Iris Chang,"Chang, Iris",,"=""0140277447""","=""9780140277449""",0,4.26,Penguin Books,Paperback,290,1998,1997,,2023/12/04,to-read,to-read (#60),to-read,,,,0,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",0,4.31,Scribner,Hardcover,531,2014,2014,,2023/12/01,to-read,to-read (#59),to-read,,,,0,0
21413662,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",0,4.14,Dey Street Books,Hardcover,303,2014,2014,,2023/11/12,to-read,to-read (#58),to-read,,,,0,0
18635622,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",George R.R. Martin,"Martin, George R.R.",Gary Gianni,"=""0345533488""","=""9780345533487""",0,4.27,Bantam Books,Hardcover,355,2015,2015,,2023/10/17,to-read,to-read (#57),to-read,,,,0,0
39943621,"Fire & Blood (A Targaryen History, #1)",George R.R. Martin,"Martin, George R.R.",Doug Wheatley,"=""152479628X""","=""9781524796280""",0,4.05,Random House Worlds,Hardcover,706,2018,2018,,2023/10/17,to-read,to-read (#56),to-read,,,,0,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",0,4.22,Crown,Paperback,544,2004,2003,,2023/10/16,to-read,to-read (#55),to-read,,,,0,0
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",0,4.34,Scribner,Hardcover,472,2010,2010,,2023/10/16,to-read,to-read (#54),to-read,,,,0,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",0,3.93,Scribner,Paperback,180,2025,1925,,2023/09/26,to-read,to-read (#53),to-read,,,,0,0
39999,The Boy in the Striped Pajamas,John Boyne,"Boyne, John",,"=""0385751079""","=""9780385751070""",0,4.16,David Fickling Books,Hardcover,224,2006,2006,,2023/09/26,to-read,to-read (#52),to-read,,,,0,0
40057409,Robin: The Definitive Biography of Robin Williams,Dave Itzkoff,"Itzkoff, Dave",,"=""0283072326""","=""9780283072321""",0,4.12,Sidgwick & Jackson,Paperback,528,2018,2018,,2023/09/16,to-read,to-read (#51),to-read,,,,0,0
40718726,Genghis Khan and the Making of the Modern World,Jack Weatherford,"Weatherford, Jack",,"=""""","=""""",0,4.07,Broadway Books,Kindle Edition,352,2018,2004,,2023/09/16,to-read,to-read (#50),to-read,,,,0,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,777,1999,1979,,2023/08/09,to-read,to-read (#49),to-read,,,,0,0
25622873,Data and Goliath: The Hidden Battles to Collect Your Data and Control Your World,Bruce Schneier,"Schneier, Bruce",,"=""039335217X""","=""9780393352177""",0,4.00,W. W. Norton & Company,Paperback,427,2016,2015,,2023/08/09,to-read,to-read (#48),to-read,,,,0,0
56829,Hackers: Heroes of the Computer Revolution,Steven Levy,"Levy, Steven",,"=""0141000511""","=""9780141000510""",0,4.16,Penguin Books,Paperback,464,2001,1984,,2023/08/09,to-read,to-read (#47),to-read,,,,0,0
13036199,Tubes: A Journey to the Center of the Internet,Andrew  Blum,"Blum, Andrew",,"=""0061994936""","=""9780061994937""",0,3.51,Ecco,Hardcover,294,2012,2012,,2023/08/09,to-read,to-read (#46),to-read,,,,0,0
13528420,"We Are Anonymous: Inside the Hacker World of LulzSec, Anonymous, and the Global Cyber Insurgency",Parmy Olson,"Olson, Parmy",,"=""0316213543""","=""9780316213547""",0,3.97,"Little, Brown and Company",Hardcover,512,2012,2012,,2023/07/22,to-read,to-read (#45),to-read,,,,0,0
18154,The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage,Clifford Stoll,"Stoll, Clifford",,"=""1416507787""","=""9781416507789""",0,4.28,Pocket Books,Paperback,399,2005,1989,,2023/07/22,to-read,to-read (#44),to-read,,,,0,0
10256723,Ghost in the Wires: My Adventures as the World's Most Wanted Hacker,Kevin D. Mitnick,"Mitnick, Kevin D.","Steve Wozniak, William L. Simon","=""0316037702""","=""9780316037709""",0,3.97,"Little, Brown and Company",Hardcover,413,2011,2011,,2023/07/22,to-read,to-read (#43),to-read,,,,0,0
4099,The Pragmatic Programmer: From Journeyman to Master,Andy   Hunt,"Hunt, Andy","Dave         Thomas, Ward Cunningham","=""020161622X""","=""9780201616224""",0,4.33,Addison-Wesley Professional,Paperback,321,1999,1999,,2023/07/22,to-read,to-read (#42),to-read,,,,0,0
10127019,The Lean Startup,Eric Ries,"Ries, Eric",,"=""0307887898""","=""9780307887894""",0,4.11,Best Business,Hardcover,299,2011,2011,,2023/06/26,to-read,to-read (#41),to-read,,,,0,0
39507318,The Library Book,Susan Orlean,"Orlean, Susan",,"=""1476740186""","=""9781476740188""",0,3.88,Simon & Schuster,Hardcover,317,2018,2018,,2023/06/08,to-read,to-read (#39),to-read,,,,0,0
12382651,The Man Without a Face: The Unlikely Rise of Vladimir Putin,Masha Gessen,"Gessen, Masha",,"=""1594488428""","=""9781594488429""",0,3.82,Riverhead Books,Hardcover,304,2012,2010,,2023/04/05,to-read,to-read (#37),to-read,,,,0,0
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian  Christian,"Christian, Brian",Tom  Griffiths,"=""1627790365""","=""9781627790369""",0,4.12,Henry Holt and Co.,Hardcover,368,2016,2016,,2023/03/12,to-read,to-read (#36),to-read,,,,0,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2023/03/12,to-read,to-read (#35),to-read,,,,0,0
24612233,The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World,Pedro Domingos,"Domingos, Pedro",,"=""0465065708""","=""9780465065707""",0,3.73,Basic Books,Hardcover,352,2015,2015,,2023/03/12,to-read,to-read (#34),to-read,,,,0,0
22551901,Four Futures: Life After Capitalism,Peter Frase,"Frase, Peter",,"=""1781688133""","=""9781781688137""",0,3.77,Verso,Paperback,150,2016,2015,,2023/03/12,to-read,to-read (#33),to-read,,,,0,0
50489349,The Alignment Problem: Machine Learning and Human Values,Brian  Christian,"Christian, Brian",,"=""0393635821""","=""9780393635829""",0,4.34,W. W. Norton & Company,Hardcover,496,2020,2020,,2023/03/12,to-read,to-read (#32),to-read,,,,0,0
55051662,"Genius Makers: The Mavericks Who Brought AI to Google, Facebook, and the World",Cade Metz,"Metz, Cade",,"=""1524742678""","=""9781524742676""",0,4.26,Dutton,Hardcover,384,2021,2021,,2023/03/12,to-read,to-read (#31),to-read,,,,0,0
51300408,"A World Without Work: Technology, Automation, and How We Should Respond",Daniel Susskind,"Susskind, Daniel",,"=""1250173523""","=""9781250173522""",0,3.83,Metropolitan Books,Hardcover,307,2020,2020,,2023/03/12,to-read,to-read (#30),to-read,,,,0,0
53239311,The Happiest Man on Earth,Eddie Jaku,"Jaku, Eddie",,"=""1760980080""","=""9781760980085""",0,4.62,Macmillan Australia,Hardcover,200,2021,2020,,2023/03/05,to-read,to-read (#29),to-read,,,,0,0
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,"Sobel, Dava",Neil Armstrong,"=""0802714625""","=""9780802714626""",0,3.99,Walker Books,Hardcover,184,2005,1995,,2023/03/04,to-read,to-read (#28),to-read,,,,0,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""""","=""""",0,4.01,Time Warner Book Group,Paperback,301,2002,2000,,2023/03/04,to-read,to-read (#26),to-read,,,,0,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",0,4.02,Signet Classics,Mass Market Paperback,141,1996,1945,,2023/03/04,to-read,to-read (#25),to-read,,,,0,0
10534,The Art of War,Sun Tzu,"Tzu, Sun",Thomas Cleary,"=""""","=""""",0,3.94,Harper Press,Paperback,170,2005,,,2023/03/04,to-read,to-read (#24),to-read,,,,0,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",0,4.28,Penguin Books,Paperback,254,2006,180,,2023/03/04,to-read,to-read (#23),to-read,,,,0,0
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.16,Oxford University Press,Paperback,360,2006,1976,,2023/02/12,to-read,to-read (#22),to-read,,,,0,0
34536488,Principles: Life and Work,Ray Dalio,"Dalio, Ray",Jeremy Bobb,"=""1508243247""","=""9781508243243""",0,4.10,Simon & Schuster Audio,Audio CD,16,2017,2017,,2023/02/01,to-read,to-read (#21),to-read,,,,0,0
34921573,Lost Connections: Uncovering the Real Causes of Depression - and the Unexpected Solutions,Johann Hari,"Hari, Johann",,"=""163286830X""","=""9781632868305""",0,4.26,Bloomsbury USA,Hardcover,322,2018,2018,,2023/01/23,to-read,to-read (#20),to-read,,,,0,0
18668059,The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph,Ryan Holiday,"Holiday, Ryan",,"=""1591846358""","=""9781591846352""",0,4.15,Portfolio,Hardcover,201,2014,2014,,2023/01/23,to-read,to-read (#19),to-read,,,,0,0
2054761,The Snowball: Warren Buffett and the Business of Life,Alice Schroeder,"Schroeder, Alice",,"=""0553805096""","=""9780553805093""",0,4.16,Bantam Books,Hardcover,960,2008,2008,,2023/01/15,to-read,to-read (#18),to-read,,,,0,0
16121,"Titan: The Life of John D. Rockefeller, Sr.",Ron Chernow,"Chernow, Ron",,"=""1400077303""","=""9781400077304""",0,4.15,Vintage,Paperback,832,2004,1998,,2023/01/15,to-read,to-read (#17),to-read,,,,0,0
37976541,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"Carreyrou, John",,"=""""","=""""",0,4.40,Knopf,Hardcover,339,2018,2018,,2023/01/15,to-read,to-read (#16),to-read,,,,0,0
41881472,"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,"Housel, Morgan",,"=""""","=""""",0,4.28,Harriman House,Paperback,242,2020,2020,,2023/01/07,"to-read, incomplete","to-read (#15), incomplete (#9)",to-read,,,,0,0
60438216,The Forever Witness: How Genetic Genealogy Solved a Cold Case Double Murder,Edward Humes,"Humes, Edward",,"=""1524746274""","=""9781524746278""",0,4.26,Dutton ,Hardcover,384,2022,2022,,2023/01/01,to-read,to-read (#14),to-read,,,,0,0
10669,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,"Lowenstein, Roger",,"=""0375758259""","=""9780375758256""",0,4.20,Random House Trade Paperbacks,Paperback,264,2001,2000,,2022/11/22,to-read,to-read (#13),to-read,,,,0,0
33600,Shantaram,Gregory David Roberts,"Roberts, Gregory David",,"=""192076920X""","=""9781920769208""",0,4.28,Scribe,Paperback,936,2004,2003,,2022/10/10,to-read,to-read (#11),to-read,,,,0,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""0062315005""","=""9780062315007""",0,3.92,HarperOne,Paperback,182,2014,1988,,2022/10/10,to-read,to-read (#10),to-read,,,,0,0
51942513,Think Like a Monk: Train Your Mind for Peace and Purpose Every Day,Jay Shetty,"Shetty, Jay",,"=""1982134488""","=""9781982134488""",0,4.18,Simon & Schuster,Hardcover,328,2020,2020,,2022/09/13,to-read,to-read (#9),to-read,,,,1,0
25135194,"Prisoners of Geography: Ten Maps That Tell You Everything You Need to Know About Global Politics (Politics of Place, #1)",Tim  Marshall,"Marshall, Tim",,"=""1783961414""","=""9781783961412""",0,4.19,Elliott & Thompson,Hardcover,256,2015,2015,,2022/09/07,to-read,to-read (#8),to-read,,,,0,0
13531540,Paradox: The Nine Greatest Enigmas in Physics,Jim Al-Khalili,"Al-Khalili, Jim",,"=""0307986799""","=""9780307986795""",0,4.00,Crown,Paperback,256,2012,2012,,2022/09/06,to-read,to-read (#7),to-read,,,,0,0
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,"Diamond, Jared",,"=""0143036556""","=""9780143036555""",0,3.94,Penguin Books Ltd. (London),Paperback,608,2005,2004,,2022/09/06,to-read,to-read (#6),to-read,,,,0,0
40597264,Hacking Darwin: Genetic Engineering and the Future of Humanity,Jamie Metzl,"Metzl, Jamie",,"=""149267009X""","=""9781492670094""",0,3.97,Sourcebooks,Hardcover,327,2019,2019,,2022/09/06,to-read,to-read (#5),to-read,,,,0,0
10884,Einstein: His Life and Universe,Walter Isaacson,"Isaacson, Walter",,"=""0743264738""","=""9780743264730""",0,4.17,Simon & Schuster,Hardcover,675,2007,2007,,2022/09/06,to-read,to-read (#4),to-read,,,,0,0
7865083,Liar's Poker,Michael   Lewis,"Lewis, Michael",,"=""039333869X""","=""9780393338690""",0,4.15,W. W. Norton & Company,Paperback,310,2010,1989,,2022/09/06,to-read,to-read (#1),to-read,,,,0,0
